,BNF_code,NAME,UNII_drugbank
3152,1312000G0,Glycopyrronium Bromide                                      ,A14FB57V1D
3153,1312000K0,Methenamine Hippurate                                       ,J50OIX95QV
3154,131200000,Other Antiperspirant Preps                                  ,[]
3155,1313010S0,Medicated Stockings                                         ,[]
3156,1313020A0,Adhesive Removers                                           ,[]
3157,1313080C0,Cadexomer Iodine                                            ,9679TC07X4
3158,1313080G0,Dextranomer                                                 ,30KXI0TVD3
3159,1313080S0,Sucralfate                                                  ,XX73205DH5
3160,131308000,Other Gel & Colloid Dressing Preps                          ,[]
3161,1314000H0,Heparinoid                                                  ,[]
3162,1314000L0,Heparin Sodium                                              ,T2410KM04A
3163,1314000M0,Methyl Nicotinate                                           ,[]
3164,131400000,Other Topical Circulatory Preps                             ,[]
3165,1315000C0,Calcium Hydroxide                                           ,SY7Q814VUP
3166,1315000D0,Diethyltoluamide                                            ,FB0C1XZV4Y
3167,1315000E0,Dihydroxyacetone                                            ,[]
3168,1315000G0,Depigmenting Agents                                         ,[]
3169,1315000H0,Hyoscine Hydrobromide                                       ,[]
3170,1315000S0,Sodium Calcium Edetate                                      ,SY7Q814VUP
3171,131500000,Other Miscellaneous Topical Preps                           ,[]
3172,140300000,Other Diagnostic Vaccine Preps                              ,[]
3173,1404000AA,Tick-Borne Encephalitis Vaccine                             ,[]
3174,1404000AB,Japanese Encephalitis Vaccine                               ,[]
3175,1404000AC,Haemoph Influenzae/Dip Tet Pert Polio                       ,[]
3176,1404000AD,Hepatitis A/Typhoid Vaccine                                 ,[]
3177,1404000AE,Antisnake Venom Serum                                       ,[]
3178,1404000AF,Haemophilus Influenzae B/Meningococcal C                    ,[]
3179,1404000AG,Rotavirus                                                   ,[]
3180,1404000AH,Human Papillomavirus (Type 6 11 16 18)                      ,[]
3181,1404000AI,Human Papillomavirus (Type 16 18)                           ,[]
3182,1404000AJ,Influenza H1N1(Split viron inact adjuv)                     ,[]
3183,1404000AK,Influenza H1N1(Whole viron vero inact)                      ,[]
3184,1404000AL,Shingles (H/Z)                                              ,[]
3185,1404000A0,Anthrax                                                     ,[]
3186,1404000B0,Catarrh                                                     ,[]
3187,1404000C0,Bacillus Calmette-Guerin (B.C.G.)                           ,[]
3188,1404000D0,Plague                                                      ,[]
3189,1404000E0,Cholera                                                     ,[]
3190,1404000F0,Diphtheria                                                  ,[]
3191,1404000G0,Hepatitis B                                                 ,[]
3192,1404000H0,Influenza                                                   ,[]
3193,1404000I0,Measles                                                     ,[]
3194,1404000J0,Mumps                                                       ,[]
3195,1404000K0,Pertussis                                                   ,[]
3196,1404000L0,Pneumococcal                                                ,[]
3197,1404000M0,Poliomyelitis                                               ,[]
3198,1404000N0,Rabies                                                      ,[]
3199,1404000P0,Rubella                                                     ,[]
3200,1404000Q0,Smallpox                                                    ,[]
3201,1404000R0,Tetanus                                                     ,[]
3202,1404000S0,Typhoid                                                     ,[]
3203,1404000U0,Yellow Fever                                                ,[]
3204,1404000V0,Typhoid-Paratyphoid A & B                                   ,[]
3205,1404000W0,Measles. Mumps & Rubella Vaccine                            ,[]
3206,1404000X0,Meningococcal A + C  + W135 + Y Vaccine                     ,[]
3207,1404000Y0,Haemophilus Influenzae Vaccine                              ,[]
3208,1404000Z0,Typhoid-Paratyphoid A & B & Cholera                         ,[]
3209,140400000,Other Vaccine & Antisera Preps                              ,[]
3210,140400010,Encephalitis Vaccine                                        ,[]
3211,140400030,Hepatitis A                                                 ,[]
3212,140400040,European Viper Venom Antiserum                              ,[]
3213,140400050,Varicella Vaccine Live                                      ,[]
3214,140400060,Haemophilus Influenzae/Dip Tet Pert Vac                     ,[]
3215,140400070,Hepatitis A/Hepatitis B                                     ,[]
3216,1405000M0,Cytomegalovirus Immunoglobulin                              ,[]
3217,140500000,Other Immunoglobulin Preps                                  ,[]
3218,1405010A0,Normal Immunoglobulin (Gamma Globulin)                      ,[]
3219,1405020A0,Tetanus Immunoglobulin                                      ,[]
3220,1405020B0,Hepatitis B Immunoglobulin                                  ,[]
3221,1405020C0,Varicella-Zoster Immunoglobulin                             ,[]
3222,1405020D0,Rabies Immunoglobulin                                       ,[]
3223,1405030A0,Anti-D (Rh-) Immunoglobulin                                 ,[]
3224,1501010C0,Etomidate                                                   ,Z22628B598
3225,1501010F0,Ketamine                                                    ,690G0D6V8H
3226,1501010I0,Methohexital Sodium                                         ,E5B8ND5IPE
3227,1501010L0,Propofol                                                    ,YI7VU623SF
3228,1501010P0,Thiopental Sodium                                           ,JI8Z5M7NA3
3229,1501010Q0,Remifentanil Hydrochloride                                  ,P10582JYYK
